FY,Month (abbv),Component,Region,Land Filter,Branch,Drug Type,Count of Event,Sum Qty (lbs)
2020,MAR,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,1,0.08
2020,MAR,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Methamphetamine,1,30.05
2020,MAR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Cocaine,3,7.71
2020,MAR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,2,2.66
2020,MAR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Heroin,1,13.67
2020,MAR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Marijuana,4,107.25
2020,MAR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,4,26.55
2020,MAR,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Cocaine,4,3957.99
2020,MAR,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Marijuana,1,851.79
2020,MAR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,1,0.01
2020,MAR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,1,11.46
2020,MAR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marijuana,2,0.8600000000000001
2020,MAR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,3,252.84
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,1,85.98
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,1,0.02
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,2,0.07
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Cocaine,2,143.33
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Fentanyl,2,44.1
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Heroin,1,9.92
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Methamphetamine,1,527.0
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,3,33.28
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Heroin,1,0.06
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marijuana,1,1.15
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Marijuana,1,0.02
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Heroin,1,0.06
2020,MAY,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,1,22.0
2020,MAY,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,0.1
2020,MAY,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,1,0.09
2020,MAY,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,1,0.06
2020,MAY,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Marijuana,1,4157.88
2020,MAY,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,1,0.26
2020,MAY,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,1,0.03
2020,MAY,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,1,0.5
2020,MAY,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Cocaine,4,0.34
2020,MAY,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Fentanyl,4,2.55
2020,MAY,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Methamphetamine,2,0.08
2020,MAY,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,1,0.01
2020,MAY,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,17,447.3
2020,MAY,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,1,163.47
2020,MAY,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,1,0.44
2020,MAY,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Cocaine,1,0.04
2020,MAY,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Fentanyl,1,0.49
2020,MAY,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,4,57.760000000000005
2020,MAY,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Heroin,1,0.05
2020,MAY,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,1,0.23
2020,MAY,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,1,2.58
2020,MAY,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Marijuana,2,1477.53
2020,MAY,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,2,1.25
2020,MAY,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Marijuana,2,0.48
2020,MAY,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,0.99
2020,MAY,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,1,8.82
2020,MAY,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,1,0.01
2020,MAY,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marijuana,4,126043.6
2020,MAY,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,2,1.45
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,1,100.09
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Heroin,1,0.03
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,1,0.02
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Methamphetamine,2,2.63
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Cocaine,3,24.35
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,2,14.2
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,2,4.95
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,2,110.03
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,1,2.2
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,2,0.06
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marijuana,2,0.09
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Cocaine,1,0.13
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,5,18056.75
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,2,48.51
2020,NOV,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,2,21.32
2020,NOV,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,1,4.65
2020,NOV,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,5,2.28
2020,NOV,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,2,4.4
2020,NOV,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,1,9.7
2020,NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,2,246.92
2020,NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,2,31.92
2020,NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,2,3.5
2020,NOV,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Marijuana,2,33.9
2020,NOV,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,1,37.48
2020,NOV,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Heroin,1,1.0
2020,NOV,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,1,377.21
2020,NOV,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,1,2.27
2020,NOV,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,4,1.01
2020,NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Cocaine,1,0.03
2020,NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,3,0.24
2020,NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Heroin,1,0.01
2020,NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Marijuana,1,67.75
2020,NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,3,96.89
2020,NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,2,48.5
2020,NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,3,37.53
2020,NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Heroin,6,25.41
2020,NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,4,90.69
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,1,44.09
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,1,0.42
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Methamphetamine,1,1.15
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,3,6634.3
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Heroin,2,11.91
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,1,4.5
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,2,1.13
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,0.01
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,4,0.22
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Heroin,1,0.03
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marijuana,10,68.2
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Methamphetamine,1,0.0
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Cocaine,3,0.31
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,5,9289.68
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,2,5615.59
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,3,681.51
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Heroin,2,0.0699999999999999
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,2,0.1399999999999999
2020,OCT,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,3,0.06
2020,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,0.0
2020,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,3,65.35000000000001
2020,OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,4,91.5
2020,OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,1,0.0
2020,OCT,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Cocaine,1,0.01
2020,OCT,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Heroin,1,0.0
2020,OCT,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Marijuana,3,2.23
2020,OCT,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Methamphetamine,4,1.05
2020,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,1,0.35
2020,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,2,37.28
2020,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,1,23.05
2020,OCT,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,1,0.06
2020,OCT,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Heroin,1,0.18
2020,OCT,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,1,0.66
2020,OCT,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,2,11.02
2020,OCT,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,2,26.880000000000003
2020,OCT,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Methamphetamine,1,1.18
2020,OCT,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Methamphetamine,1,0.06
2020,OCT,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Methamphetamine,2,2.41
2020,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,3,1.62
2020,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Heroin,2,18.67
2020,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,28.75
2020,OCT,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,3,28.58
2020,OCT,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Heroin,2,4.5
2020,OCT,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marijuana,2,848.16
2020,OCT,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,8,131.67
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Methamphetamine,1,1.0
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,2,696.93
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,2,0.0699999999999999
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Heroin,1,0.01
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,1,0.01
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,4,0.11
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Fentanyl,2,0.01
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marijuana,5,11.18
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Methamphetamine,1,0.06
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Marijuana,4,10.95
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Methamphetamine,1,0.99
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,5,9397.71
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,National Air Training Center Oklahoma City,Fentanyl,1,0.01
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,National Air Training Center Oklahoma City,Heroin,1,0.22
2020,SEP,Air and Marine Operations,Coastal/Interior,Other,National Air Training Center Oklahoma City,Methamphetamine,1,2.04
2020,SEP,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,1,0.14
2020,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,2,15.72
2020,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,2,6.68
2020,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,5,115.55
2020,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,8,261.01
2020,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,6,12.61
2020,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,4,6.8500000000000005
2020,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,1,1.43
2020,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,1,9.92
2020,SEP,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,1,0.0
2020,SEP,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,1,15.43
2020,SEP,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,1,205.03
2020,SEP,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,2,52.47
2020,SEP,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Methamphetamine,1,53.62
2020,SEP,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,1,0.25
2020,SEP,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,0.99
2020,SEP,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Cocaine,1,0.06
2020,SEP,Air and Marine Operations,Southwest Border,Other,Mc Allen Air And Marine Branch,Marijuana,2,197.43
2020,SEP,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Heroin,2,2.0
2020,SEP,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marijuana,2,0.97
2020,SEP,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,5,224.94
2021,APR,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,3,3723.93
2021,APR,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,2,1847.84
2021,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,2,0.93
2021,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,2,0.04
2021,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Heroin,1,0.0
